start_date,country_name,iso3c,duration,geo_scope,shutdown_extent
2020-11-21T00:00:00Z,Uganda,UGA,NA,national,service-based
2020-11-27T00:00:00Z,Cuba,CUB,NA,national,service-based
2020-12-07T00:00:00Z,India,IND,NA,local,full network
2020-12-08T00:00:00Z,Iraq,IRQ,NA,local,full and service-based
2020-12-09T00:00:00Z,India,IND,NA,local,full network
2020-12-09T00:00:00Z,India,IND,NA,local,full network
2020-12-18T00:00:00Z,Kenya,KEN,NA,local,full network
2020-12-25T00:00:00Z,India,IND,NA,local,full network
2020-12-25T00:00:00Z,India,IND,NA,local,full network
2020-12-31T00:00:00Z,Jordan,JOR,NA,national,service-based
2016-06-12T00:00:00Z,Pakistan,PAK,NA,local,full network
2019-06-22T00:00:00Z,Myanmar (Burma),MMR,NA,local,full network
2019-08-05T00:00:00Z,India,IND,NA,local,full network
2020-02-03T00:00:00Z,Myanmar (Burma),MMR,NA,regional,full network
2020-11-04T00:00:00Z,Ethiopia,ETH,NA,regional,full network
2020-11-21T00:00:00Z,Uganda,UGA,NA,national,service-based
2020-12-30T00:00:00Z,India,IND,NA,local,full network
2020-12-31T00:00:00Z,Jordan,JOR,NA,national,service-based
2021-01-01T00:00:00Z,India,IND,NA,regional,full network
2021-01-11T00:00:00Z,Tajikistan,TJK,NA,regional,service-based
2021-01-12T00:00:00Z,Uganda,UGA,NA,national,service-based
2021-01-13T00:00:00Z,Uganda,UGA,NA,national,full network
2021-01-23T00:00:00Z,India,IND,NA,local,full network
2021-01-25T00:00:00Z,Iran,IRN,NA,national,service-based
2021-01-26T00:00:00Z,India,IND,NA,local,full network
2021-01-26T00:00:00Z,India,IND,NA,regional,full network
2021-01-27T00:00:00Z,Cuba,CUB,NA,national,full network
2021-01-27T00:00:00Z,India,IND,NA,local,full network
2021-01-29T00:00:00Z,India,IND,NA,local,full network
2021-01-29T00:00:00Z,India,IND,NA,local,full network
2021-01-29T00:00:00Z,India,IND,NA,local,full network
2021-01-29T00:00:00Z,India,IND,NA,local,full network
2021-02-01T00:00:00Z,Myanmar (Burma),MMR,NA,national,full network
2021-02-04T00:00:00Z,Myanmar (Burma),MMR,NA,national,service-based
2021-02-05T00:00:00Z,India,IND,NA,local,full network
2021-02-06T00:00:00Z,India,IND,NA,local,full network
2021-02-06T00:00:00Z,Myanmar (Burma),MMR,NA,regional,full network
2021-02-12T00:00:00Z,Cuba,CUB,NA,local,full network
2021-02-14T00:00:00Z,Myanmar (Burma),MMR,NA,regional,full network
2021-02-18T00:00:00Z,India,IND,NA,local,full network
2021-02-22T00:00:00Z,Gabon,GAB,NA,NA,full network
2021-02-24T00:00:00Z,India,IND,NA,local,full network
2021-02-24T00:00:00Z,Iran,IRN,NA,local,full network
2021-02-24T00:00:00Z,Niger,NER,NA,regional,full network
2021-02-27T00:00:00Z,Chad,TCD,NA,regional,full network
2021-03-04T00:00:00Z,Senegal,SEN,NA,national,service-based
2021-03-05T00:00:00Z,Chad,TCD,NA,local,full network
2021-03-08T00:00:00Z,India,IND,NA,local,full network
2021-03-10T00:00:00Z,Russia,RUS,NA,national,full and service-based
2021-03-10T00:00:00Z,India,IND,NA,local,full network
2021-03-13T00:00:00Z,India,IND,NA,local,full network
2021-03-14T00:00:00Z,Oman,OMN,NA,regional,service-based
2021-03-15T00:00:00Z,Jordan,JOR,NA,regional,service-based
2021-03-15T00:00:00Z,Myanmar (Burma),MMR,NA,regional,full network
2021-03-16T00:00:00Z,China,CHN,NA,regional,service-based
2021-03-20T00:00:00Z,Congo - Brazzaville,COG,NA,national,full network
2021-03-21T00:00:00Z,India,IND,NA,local,full network
2021-03-26T00:00:00Z,Bangladesh,BGD,NA,regional,service-based
2021-03-27T00:00:00Z,India,IND,NA,local,full network
2021-03-27T00:00:00Z,Kazakhstan,KAZ,NA,regional,service-based
2021-03-28T00:00:00Z,Kazakhstan,KAZ,NA,regional,full and service-based
2021-04-01T00:00:00Z,Myanmar (Burma),MMR,NA,regional,full network
2021-04-02T00:00:00Z,India,IND,NA,local,full network
2021-04-03T00:00:00Z,Jordan,JOR,NA,regional,full and service-based
2021-04-08T00:00:00Z,India,IND,NA,local,full network
2021-04-08T00:00:00Z,India,IND,NA,local,full network
2021-04-09T00:00:00Z,India,IND,NA,local,full network
2021-04-10T00:00:00Z,India,IND,NA,local,full network
2021-04-11T00:00:00Z,India,IND,NA,local,full network
2021-04-16T00:00:00Z,Pakistan,PAK,NA,national,service-based
2021-04-19T00:00:00Z,India,IND,NA,local,full network
2021-04-19T00:00:00Z,India,IND,NA,local,full network
2021-05-04T00:00:00Z,India,IND,NA,local,full network
2021-05-06T00:00:00Z,India,IND,NA,local,full network
2021-05-11T00:00:00Z,Iraq,IRQ,NA,regional,full network
2021-05-12T00:00:00Z,Palestinian Territories,PSE,NA,local,full network
2021-05-14T00:00:00Z,Cuba,CUB,NA,regional,full network
2021-05-16T00:00:00Z,Ethiopia,ETH,NA,regional,service-based
2021-05-17T00:00:00Z,India,IND,NA,local,full network
2021-05-25T00:00:00Z,Myanmar (Burma),MMR,NA,regional,service-based
2021-05-28T00:00:00Z,India,IND,NA,local,full network
2021-05-31T00:00:00Z,Syria,SYR,NA,national,full network
2021-06-04T00:00:00Z,Myanmar (Burma),MMR,NA,regional,full network
2021-06-04T00:00:00Z,Nigeria,NGA,NA,regional,service-based
2021-06-19T00:00:00Z,Sudan,SDN,NA,national,full network
2021-06-20T00:00:00Z,Iran,IRN,NA,local,full network
2021-06-20T00:00:00Z,Algeria,DZA,NA,national,full network
2021-06-21T00:00:00Z,India,IND,NA,local,full network
2021-06-23T00:00:00Z,India,IND,NA,local,full network
2021-06-24T00:00:00Z,Jordan,JOR,NA,regional,service-based
2021-06-25T00:00:00Z,India,IND,NA,local,full network
2021-06-29T00:00:00Z,India,IND,NA,local,full network
2021-06-29T00:00:00Z,Eswatini,SWZ,NA,regional,full network
2021-06-30T00:00:00Z,India,IND,NA,local,full network
2021-07-01T00:00:00Z,India,IND,NA,local,full network
2021-07-07T00:00:00Z,India,IND,NA,local,full network
2021-07-07T00:00:00Z,India,IND,NA,NA,full network
2021-07-08T00:00:00Z,India,IND,NA,local,full network
2021-07-09T00:00:00Z,India,IND,NA,local,full network
2021-07-11T00:00:00Z,India,IND,NA,local,full network
2021-07-11T00:00:00Z,Cuba,CUB,NA,regional,full and service-based
2021-07-14T00:00:00Z,India,IND,NA,local,full network
2021-07-18T00:00:00Z,India,IND,NA,local,full network
2021-07-18T00:00:00Z,Iran,IRN,NA,local,full network
2021-07-20T00:00:00Z,India,IND,NA,local,full network
2021-07-22T00:00:00Z,India,IND,NA,local,full network
2021-07-25T00:00:00Z,Iraq,IRQ,NA,regional,full network
2021-07-31T00:00:00Z,India,IND,NA,local,full network
2021-08-01T00:00:00Z,India,IND,NA,local,full network
2021-08-01T00:00:00Z,Syria,SYR,NA,regional,full network
2021-08-07T00:00:00Z,India,IND,NA,local,full network
2021-08-12T00:00:00Z,Zambia,ZMB,NA,regional,service-based
2021-08-15T00:00:00Z,India,IND,NA,local,full network
2021-08-20T00:00:00Z,Myanmar (Burma),MMR,NA,regional,full network
2021-08-21T00:00:00Z,Indonesia,IDN,NA,regional,full network
2021-08-24T00:00:00Z,India,IND,NA,local,full network
2021-08-25T00:00:00Z,Indonesia,IDN,NA,regional,full network
2021-08-29T00:00:00Z,South Sudan,SSD,NA,regional,service-based
2021-09-01T00:00:00Z,India,IND,NA,local,full network
2021-09-02T00:00:00Z,India,IND,NA,local,full network
2021-09-02T00:00:00Z,Nigeria,NGA,NA,local,full network
2021-09-03T00:00:00Z,India,IND,NA,local,full network
2021-09-03T00:00:00Z,Afghanistan,AFG,NA,local,full network
2021-09-07T00:00:00Z,India,IND,NA,local,full and service-based
2021-09-14T00:00:00Z,Myanmar (Burma),MMR,NA,regional,full network
2021-09-20T00:00:00Z,India,IND,NA,local,full network
2021-09-20T00:00:00Z,Ethiopia,ETH,NA,regional,full network
2021-09-22T00:00:00Z,Yemen,YEM,NA,local,full network
2021-09-23T00:00:00Z,Myanmar (Burma),MMR,NA,regional,full network
2021-09-26T00:00:00Z,Myanmar (Burma),MMR,NA,regional,full network
2021-09-26T00:00:00Z,India,IND,NA,local,full network
2021-10-03T00:00:00Z,India,IND,NA,local,full network
2021-10-06T00:00:00Z,India,IND,NA,local,full network
2021-10-12T00:00:00Z,Yemen,YEM,NA,local,full network
2021-10-15T00:00:00Z,Eswatini,SWZ,NA,regional,service-based
2021-10-15T00:00:00Z,Bangladesh,BGD,NA,regional,full network
2021-10-16T00:00:00Z,India,IND,NA,local,full network
2021-10-18T00:00:00Z,India,IND,NA,local,full network
2021-10-20T00:00:00Z,Turkmenistan,TKM,NA,regional,service-based
2021-10-20T00:00:00Z,India,IND,NA,local,full network
2021-10-22T00:00:00Z,India,IND,NA,local,full network
2021-10-24T00:00:00Z,India,IND,NA,local,full network
2021-10-25T00:00:00Z,India,IND,NA,local,full network
2021-10-25T00:00:00Z,Sudan,SDN,NA,regional,full and service-based
2021-10-26T00:00:00Z,India,IND,NA,local,full network
2021-10-27T00:00:00Z,India,IND,NA,local,full and service-based
2021-10-28T00:00:00Z,India,IND,NA,local,full network
2021-10-30T00:00:00Z,India,IND,NA,local,full network
2021-11-01T00:00:00Z,India,IND,NA,local,full network
2021-11-03T00:00:00Z,Uzbekistan,UZB,NA,regional,service-based
2021-11-03T00:00:00Z,Myanmar (Burma),MMR,NA,local,full network
2021-11-03T00:00:00Z,India,IND,NA,local,full network
2021-11-05T00:00:00Z,India,IND,NA,local,full network
2021-11-07T00:00:00Z,India,IND,NA,local,full network
2021-11-09T00:00:00Z,India,IND,NA,local,full network
2021-11-11T00:00:00Z,India,IND,NA,local,full network
2021-11-11T00:00:00Z,India,IND,NA,local,full network
2021-11-13T00:00:00Z,India,IND,NA,local,full network
2021-11-13T00:00:00Z,India,IND,NA,local,full network
2021-11-15T00:00:00Z,India,IND,NA,local,full network
2021-11-17T00:00:00Z,Sudan,SDN,NA,regional,full network
2021-11-17T00:00:00Z,India,IND,NA,local,full network
2021-11-18T00:00:00Z,India,IND,NA,local,full network
2021-11-19T00:00:00Z,India,IND,NA,local,full network
2021-11-20T00:00:00Z,India,IND,NA,local,full network
2021-11-20T00:00:00Z,Burkina Faso,BFA,NA,regional,full network
2021-11-21T00:00:00Z,India,IND,NA,local,full network
2021-11-23T00:00:00Z,India,IND,NA,local,full network
2021-11-24T00:00:00Z,India,IND,NA,local,full network
2021-11-25T00:00:00Z,India,IND,NA,local,full network
2021-11-25T00:00:00Z,Turkmenistan,TKM,NA,local,full network
2021-11-25T00:00:00Z,Iran,IRN,NA,local,full network
2021-11-27T00:00:00Z,India,IND,NA,local,full network
2021-11-29T00:00:00Z,India,IND,NA,local,full network
2021-12-01T00:00:00Z,India,IND,NA,local,full network
2021-12-01T00:00:00Z,India,IND,NA,local,full network
2021-12-05T00:00:00Z,India,IND,NA,local,full network
2021-12-08T00:00:00Z,India,IND,NA,local,full network
2021-12-08T00:00:00Z,India,IND,NA,local,full network
2021-12-10T00:00:00Z,India,IND,NA,local,full network
2021-12-13T00:00:00Z,India,IND,NA,local,full network
2021-12-16T00:00:00Z,India,IND,NA,local,full network
2021-12-16T00:00:00Z,India,IND,NA,local,full network
2021-12-19T00:00:00Z,India,IND,NA,local,full network
2021-12-22T00:00:00Z,India,IND,NA,local,full network
2021-12-24T00:00:00Z,India,IND,NA,local,full network
2021-12-25T00:00:00Z,Sudan,SDN,NA,regional,full network
2021-12-25T00:00:00Z,India,IND,NA,local,full network
2021-12-25T00:00:00Z,India,IND,NA,local,full network
2021-12-25T00:00:00Z,India,IND,NA,local,full network
2021-12-28T00:00:00Z,India,IND,NA,local,full network
2021-12-30T00:00:00Z,Sudan,SDN,NA,regional,full network
2020-11-04T00:00:00Z,Ethiopia,ETH,NA,regional,full network
